,date,ticker,open,high,low,close,upperShadow,lowerShadow,body,openF1,highF1,lowF1,closeF1,MA5
95,2020-01-22,SRTY,0.9641054402692094,0.9803701626472239,0.957375210319686,0.975883342680875,0.0044868199663489206,-0.006730229949523436,0.011777902411665542,0.9837352776219854,1.0106561974200785,0.9688726864834548,0.9753224901850814,0.9627593942793048
94,2020-01-23,SRTY,0.9837352776219854,1.0106561974200785,0.9688726864834548,0.9753224901850814,0.02692091979809308,-0.006449803701626622,-0.00841278743690399,0.9669097027481772,1.0325294447560294,0.9669097027481772,1.014582164890634,0.9595064498037018
93,2020-01-24,SRTY,0.9669097027481772,1.0325294447560294,0.9669097027481772,1.014582164890634,0.01794727986539546,0.0,0.047672462142456684,1.060437464946719,1.0671901289960741,1.0302860347728549,1.0476724621424567,0.9611890072910827
92,2020-01-27,SRTY,1.060437464946719,1.0671901289960741,1.0302860347728549,1.0476724621424567,0.00675266404935515,-0.01738642736960183,-0.012765002804262293,1.027481772293887,1.033090297251823,1.0112170499158724,1.0213123948401572,0.987522153673584
91,2020-01-28,SRTY,1.027481772293887,1.033090297251823,1.0112170499158724,1.0213123948401572,0.005608524957936067,-0.010095344924284877,-0.006169377453729696,1.0168255748738082,1.0392596747055527,1.0095344924284915,1.0392596747055527,1.0005339315759958
90,2020-01-29,SRTY,1.0168255748738082,1.0392596747055527,1.0095344924284915,1.0392596747055527,0.0,-0.007291082445316732,0.022434099831744492,1.0611329220415033,1.076836791923724,1.036253505328099,1.039820527201346,1.0110779584969154
89,2020-01-30,SRTY,1.0611329220415033,1.076836791923724,1.036253505328099,1.039820527201346,0.015703869882220722,-0.0035670218732470893,-0.021312394840157234,1.0521592821088055,1.1132922041503086,1.0493550196298376,1.1020751542344365,1.0265574873808192
88,2020-01-31,SRTY,1.0521592821088055,1.1132922041503086,1.0493550196298376,1.1020751542344365,0.011217049915872135,-0.0028042624789679227,0.04991587212563098,1.084127874369041,1.084127874369041,1.05440269209198,1.06842400448682,1.0436074032529448
87,2020-02-03,SRTY,1.084127874369041,1.084127874369041,1.05440269209198,1.06842400448682,0.0,-0.014021312394840058,-0.015703869882220944,1.027481772293887,1.030112170499159,1.0086483454851376,1.018508132361189,1.0483454851374092
86,2020-02-04,SRTY,1.027481772293887,1.030112170499159,1.0086483454851376,1.018508132361189,0.002630398205272,-0.00985978687605149,-0.008973639932697841,0.9865395401009536,1.0009366236679753,0.9685922602355581,0.9719573752103197,1.0483454851374092
85,2020-02-05,SRTY,0.9865395401009536,1.0009366236679753,0.9685922602355581,0.9719573752103197,0.01439708356702174,-0.0033651149747615516,-0.014582164890633909,0.9601794727986541,0.9809310151430174,0.9579360628154795,0.9781267526640495,1.0422882781828384
84,2020-02-06,SRTY,0.9601794727986541,0.9809310151430174,0.9579360628154795,0.9781267526640495,0.0028042624789679227,-0.002243409983174627,0.01794727986539535,0.9904655075715088,1.0233875490745934,0.9893438025799216,1.015703869882221,1.0220975883342684
83,2020-02-07,SRTY,0.9904655075715088,1.0233875490745934,0.9893438025799216,1.015703869882221,0.00768367919237245,-0.0011217049915871469,0.025238362310712192,1.0214806505888954,1.0224284913067865,0.9971957375210321,0.9977565900168256,1.0097588334268093
82,2020-02-10,SRTY,1.0214806505888954,1.0224284913067865,0.9971957375210321,0.9977565900168256,0.000947840717891113,-0.0005608524957935179,-0.02372406057206977,0.9798093101514302,0.9893438025799216,0.9596186203028604,0.9781267526640495,0.9972293886707801
81,2020-02-11,SRTY,0.9798093101514302,0.9893438025799216,0.9596186203028604,0.9781267526640495,0.009534492428491359,-0.01850813236118909,-0.0016825574873807758,0.9590577678070669,0.9708356702187325,0.9551318003365117,0.9579360628154795,0.9876948962422887
80,2020-02-12,SRTY,0.9590577678070669,0.9708356702187325,0.9551318003365117,0.9579360628154795,0.011777902411665653,-0.0028042624789678117,-0.001121704991587369,0.973079080201907,0.9736399326977005,0.9436511497476164,0.9500841278743692,0.9821985417835114
79,2020-02-13,SRTY,0.973079080201907,0.9736399326977005,0.9436511497476164,0.9500841278743692,0.0005608524957935179,-0.0064329781267528086,-0.022994952327537788,0.9484015703869884,0.970274817722939,0.9478407178911946,0.9601794727986541,0.984778463264162
