date,open,high,low,close,highOpen,lowOpen,closeOpen,MA5
2020-06-05 16:00:00,1.0286024844720496,1.0304347826086957,1.0254658385093167,1.0299378881987578,0.0017813471815466553,-0.0030494248362066267,0.0012982699797712272,1.027018695652174
2020-06-05 15:45:00,1.029409937888199,1.03027950310559,1.028416149068323,1.0285093167701864,0.0008447219959573093,-0.0009653965668086073,-0.0008748906386701893,1.0262795652173915
2020-06-05 15:30:00,1.0262111801242235,1.029782608695652,1.025163354037267,1.029472049689441,0.003480208207238711,-0.0010210628253236598,0.0031775814066095087,1.0252857763975158
2020-06-05 15:15:00,1.0256214285714285,1.0263043478260871,1.0242857142857142,1.026055900621118,0.0006658589959551708,-0.0013023463126884405,0.0004236183425836426,1.0251988198757769
2020-06-05 15:00:00,1.025248447204969,1.0270496894409937,1.0250621118012422,1.0256055900621117,0.0017568836518946362,-0.00018174658467884353,0.00034834762063407076,1.0255869565217395
2020-06-05 14:45:00,1.0249068322981365,1.0255900621118013,1.0225155279503106,1.025310559006211,0.0006666262650749655,-0.002333191927761713,0.0003939155202714595,1.025909937888199
2020-06-05 14:30:00,1.02444099378882,1.026552795031056,1.0239751552795031,1.0249068322981365,0.002061418134416737,-0.00045472458847428676,0.0004547245884740647,1.0257919254658387
2020-06-05 14:15:00,1.025776397515528,1.0269875776397515,1.024192546583851,1.0243819875776397,0.0011807447774747626,-0.00154405086285192,-0.0013593702694522092,1.0258229813664599
2020-06-05 14:00:00,1.0275621118012421,1.027919254658385,1.02527049689441,1.025807453416149,0.00034756327918405994,-0.0022301473366073132,-0.001707593502077831,1.025413043478261
2020-06-05 13:45:00,1.026863354037267,1.0283229813664596,1.0268012422360249,1.027608695652174,0.0014214426130350066,-6.048691970339526e-05,0.0007258430364436297,1.0245113664596275
2020-06-05 13:30:00,1.0243167701863354,1.027080745341615,1.024254658385093,1.026855900621118,0.0026983597610892307,-6.063729800198647e-05,0.0024788527423218465,1.0239896273291929
2020-06-05 13:15:00,1.0245962732919256,1.0248447204968945,1.023167701863354,1.024401552795031,0.00024248302618801176,-0.0013942774005820668,-0.00019004607177519617,1.0238544099378886
2020-06-05 13:00:00,1.023726708074534,1.0248447204968945,1.0231987577639752,1.0246894409937888,0.0010921004732438178,-0.0005157141123648401,0.0009404198519598062,1.0232519254658388
2020-06-05 12:45:00,1.0230537267080744,1.0248447204968945,1.0226086956521738,1.0236332298136646,0.0017506351250808905,-0.0004350026242829763,0.0005664444500435017,1.0227798757763977
2020-06-05 12:30:00,1.024254658385093,1.0243164596273293,1.0218012422360248,1.0230742236024843,6.03377702315111e-05,-0.0023953185167218116,-0.0011524817319062963,1.021839937888199
2020-06-05 12:15:00,1.0236406832298137,1.0248447204968945,1.0217701863354036,1.024254658385093,0.0011762303773250604,-0.0018272983138070131,0.0005997955780168152,1.0206908695652177
2020-06-05 12:00:00,1.021583850931677,1.0242236024844722,1.021583850931677,1.02366149068323,0.0025839793281654533,0.0,0.0020337437300503858,1.01932298136646
2020-06-05 11:45:00,1.021366459627329,1.0234782608695652,1.0197826086956523,1.0216145962732919,0.002067623449282463,-0.0015507175869615697,0.0002429457552908243,1.0178944099378886
2020-06-05 11:30:00,1.0183540372670807,1.0217391304347827,1.017888198757764,1.0214285714285714,0.0033240828276053236,-0.00045744259095492623,0.0030191211003018914,1.0166273291925472
